"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0T900","2020-02-15 19:00:00","160.000","0.000","0.200","21.700","0.920","995.200","","0.500","-99.000","-99.000","-99.000","28.900","","19.500",""
"C0F9V0","2020-02-15 19:00:00","525.000","277.000","1.700","21.900","0.930","954.600","","0.000","-99.000","-99.000","-99.000","27.000","","18.300",""
"C0UA20","2020-02-15 19:00:00","2619.000","207.000","5.500","8.500","0.950","-99.000","","0.000","-99.000","-99.000","-99.000","15.300","","6.500",""
"C0M850","2020-02-15 19:00:00","695.000","0.000","0.000","21.000","0.870","935.700","","0.000","-99.000","-99.000","-99.000","27.000","","16.800",""
"C0C620","2020-02-15 19:00:00","19.000","56.000","1.900","20.300","0.960","1010.600","","0.000","-99.000","-99.000","-99.000","26.300","","18.500",""
"C0I360","2020-02-15 19:00:00","300.000","255.000","1.900","23.400","0.850","978.900","","0.000","-99.000","-99.000","-99.000","27.800","","18.200",""
"C0M810","2020-02-15 19:00:00","1354.000","12.000","0.400","17.200","0.990","867.600","","0.000","-99.000","-99.000","-99.000","21.600","","14.000",""
"CM0140","2020-02-15 19:00:00","26.000","254.000","1.700","25.400","0.780","1012.600","","0.500","-99.000","-99.000","-99.000","25.900","","23.300",""
"C0SA20","2020-02-15 19:00:00","857.000","233.000","2.100","18.500","1.000","921.100","","0.500","-99.000","-99.000","-99.000","23.000","","17.500",""
"C0K490","2020-02-15 19:00:00","91.000","312.000","0.900","23.700","0.930","1003.000","","1.500","-99.000","-99.000","-99.000","28.900","","18.900",""
"C0V820","2020-02-15 19:00:00","441.000","0.000","0.100","22.300","0.880","966.400","","0.000","-99.000","-99.000","-99.000","28.400","","17.200",""
"C0S810","2020-02-15 19:00:00","65.000","240.000","2.600","23.800","0.890","1010.600","","0.500","-99.000","-99.000","-99.000","26.800","","21.200",""
"C0R580","2020-02-15 19:00:00","10.000","171.000","4.800","26.400","0.760","1011.800","","0.000","-99.000","-99.000","-99.000","29.100","","21.000",""
"C0Z330","2020-02-15 19:00:00","488.000","191.000","1.400","21.300","0.790","962.000","","0.000","-99.000","-99.000","-99.000","27.300","","18.600",""
"C0E590","2020-02-15 19:00:00","40.000","358.000","0.800","20.600","0.980","1008.600","","0.000","-99.000","-99.000","-99.000","27.700","","17.800",""
"C0D540","2020-02-15 19:00:00","227.000","0.000","0.000","22.000","0.890","988.900","","0.000","-99.000","-99.000","-99.000","28.100","","17.000",""
"C0K420","2020-02-15 19:00:00","42.000","13.000","1.000","24.100","0.830","1008.700","","0.000","-99.000","-99.000","-99.000","28.400","","19.100",""
"C0Z180","2020-02-15 19:00:00","34.000","154.000","0.700","24.000","0.830","1010.700","","0.000","-99.000","-99.000","-99.000","25.700","","21.600",""
"C0AD10","2020-02-15 19:00:00","27.000","217.000","1.000","20.600","1.000","1010.800","","0.000","-99.000","-99.000","-99.000","27.300","","18.300",""
"C0M720","2020-02-15 19:00:00","225.000","326.000","1.800","23.700","0.910","988.100","","0.000","-99.000","-99.000","-99.000","28.700","","19.400",""
"C0V450","2020-02-15 19:00:00","51.000","180.000","3.800","25.800","0.890","1007.400","","0.000","9.300","192.000","","29.500","","20.500",""
"C0R280","2020-02-15 19:00:00","242.000","1.000","0.600","23.000","0.940","988.000","","1.000","-99.000","-99.000","-99.000","24.800","","21.300",""
"C0E610","2020-02-15 19:00:00","850.000","0.000","0.000","18.700","0.960","920.700","","0.000","-99.000","-99.000","-99.000","24.200","","16.900",""
"C0V610","2020-02-15 19:00:00","22.000","173.000","5.000","26.600","0.780","1010.500","","0.000","-99.000","-99.000","-99.000","29.100","","21.600",""
"C0Z310","2020-02-15 19:00:00","59.000","1.000","1.500","22.600","0.990","1008.600","","0.500","-99.000","-99.000","-99.000","26.600","","21.200",""
"C0S700","2020-02-15 19:00:00","507.000","206.000","0.900","19.900","0.980","960.100","","0.500","-99.000","-99.000","-99.000","27.000","","19.000",""
"C0T9G0","2020-02-15 19:00:00","605.000","0.000","0.000","19.700","1.000","949.200","","0.000","-99.000","-99.000","-99.000","24.900","","17.700",""
"C0U520","2020-02-15 19:00:00","517.000","222.000","1.000","19.000","0.990","958.700","","0.000","-99.000","-99.000","-99.000","23.600","","16.700",""
"C0G660","2020-02-15 19:00:00","27.000","6.000","1.600","24.500","0.830","1012.400","","0.000","-99.000","-99.000","-99.000","29.700","","19.000",""
"C0C590","2020-02-15 19:00:00","72.000","28.000","1.700","19.300","0.960","1005.100","","2.000","-99.000","-99.000","-99.000","27.100","","17.400",""
"C0G780","2020-02-15 19:00:00","27.000","1.000","1.300","24.300","0.840","1010.700","","0.000","-99.000","-99.000","-99.000","27.800","","20.100",""
"C0V660","2020-02-15 19:00:00","25.000","206.000","3.400","26.800","0.720","1011.200","","0.000","11.100","207.000","","30.100","","21.500",""
"C0F9R0","2020-02-15 19:00:00","20.000","34.000","1.400","22.200","1.000","1012.200","","0.000","-99.000","-99.000","-99.000","27.400","","19.300",""
"C0W130","2020-02-15 19:00:00","18.000","23.000","3.500","21.200","0.920","1010.300","","0.500","-99.000","-99.000","-99.000","24.500","","20.400",""
"CM0190","2020-02-15 19:00:00","280.000","144.000","0.600","22.000","0.920","983.500","","2.000","-99.000","-99.000","-99.000","27.000","","18.000",""
"C0C700","2020-02-15 19:00:00","151.000","342.000","0.800","20.200","0.930","996.800","","0.000","-99.000","-99.000","-99.000","27.100","","17.600",""
"C0R100","2020-02-15 19:00:00","1006.000","303.000","0.700","-99.000","-99.000","904.300","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X120","2020-02-15 19:00:00","28.000","191.000","2.300","26.700","0.760","1011.200","","0.000","-99.000","-99.000","-99.000","29.600","","20.500",""
"C0R670","2020-02-15 19:00:00","26.000","108.000","1.600","26.600","0.710","1012.500","","0.000","-99.000","-99.000","-99.000","29.300","","23.100",""
"C0W110","2020-02-15 19:00:00","16.000","-99.000","-99.000","14.200","0.950","1013.100","","33.500","-99.000","-99.000","-99.000","15.700","","14.100",""
"CM0130","2020-02-15 19:00:00","11.000","178.000","7.000","26.400","0.770","1012.700","","0.000","-99.000","-99.000","-99.000","27.500","","21.000",""
"C0AC70","2020-02-15 19:00:00","71.000","76.000","0.500","23.100","0.860","1005.600","","0.000","-99.000","-99.000","-99.000","25.800","","18.600",""
"CM0100","2020-02-15 19:00:00","25.000","89.000","1.200","21.400","0.830","1011.100","","0.000","-99.000","-99.000","-99.000","28.100","","19.200",""
"C0X050","2020-02-15 19:00:00","25.000","0.000","0.000","27.000","0.790","1009.500","","0.000","-99.000","-99.000","-99.000","30.000","","18.500",""
"C0K580","2020-02-15 19:00:00","26.000","312.000","1.400","24.600","0.990","1011.900","","0.000","-99.000","-99.000","-99.000","28.900","","19.100",""
"C0G650","2020-02-15 19:00:00","34.000","326.000","0.600","25.300","0.960","1009.400","","0.000","-99.000","-99.000","-99.000","29.900","","19.200",""
"C0T9B0","2020-02-15 19:00:00","558.000","11.000","0.600","20.200","0.950","953.200","","0.000","-99.000","-99.000","-99.000","22.900","","18.000",""
"C0E850","2020-02-15 19:00:00","104.000","0.000","0.000","20.600","0.940","1001.700","","0.500","-99.000","-99.000","-99.000","28.300","","18.000",""
"C0S990","2020-02-15 19:00:00","409.000","155.000","2.400","22.300","1.000","970.200","","14.000","-99.000","-99.000","-99.000","24.000","","21.200",""
"C0X240","2020-02-15 19:00:00","394.000","190.000","0.400","22.200","0.930","970.200","","0.000","-99.000","-99.000","-99.000","27.200","","17.200",""
"C0I090","2020-02-15 19:00:00","910.000","11.000","0.800","19.400","1.000","914.100","","0.000","-99.000","-99.000","-99.000","22.200","","16.400",""
"C0I490","2020-02-15 19:00:00","1601.000","50.000","0.600","15.400","0.990","843.500","","0.000","-99.000","-99.000","-99.000","23.900","","13.000",""
"C0Z050","2020-02-15 19:00:00","830.000","166.000","0.400","19.400","0.890","924.900","","0.000","-99.000","-99.000","-99.000","22.600","","15.200",""
"C0X150","2020-02-15 19:00:00","18.000","204.000","2.900","27.100","0.760","1012.400","","0.000","8.000","212.000","","30.000","","20.500",""
"C0R690","2020-02-15 19:00:00","248.000","143.000","1.600","23.000","0.960","986.400","","0.000","-99.000","-99.000","-99.000","25.600","","21.700",""
"C0U720","2020-02-15 19:00:00","1260.000","10.000","1.600","16.700","1.000","888.700","","0.000","-99.000","-99.000","-99.000","21.300","","13.200",""
"C0W140","2020-02-15 19:00:00","21.000","106.000","2.600","19.000","0.830","1013.000","","0.000","-99.000","-99.000","-99.000","22.300","","16.100",""
"C0C630","2020-02-15 19:00:00","209.000","346.000","1.000","22.500","0.850","990.200","","0.000","-99.000","-99.000","-99.000","26.700","","17.300",""
"C0D550","2020-02-15 19:00:00","1956.000","0.000","0.000","12.900","0.900","812.200","","0.000","-99.000","-99.000","-99.000","17.400","","11.200",""
"C0T9E0","2020-02-15 19:00:00","415.000","223.000","0.600","20.800","0.920","969.100","","1.000","-99.000","-99.000","-99.000","23.400","","18.600",""
"C0U960","2020-02-15 19:00:00","1885.000","232.000","2.100","12.600","0.990","815.700","","0.000","-99.000","-99.000","-99.000","17.700","","8.100",""
"C0AI30","2020-02-15 19:00:00","26.000","75.000","1.100","24.400","0.850","1011.600","","0.000","-99.000","-99.000","-99.000","25.700","","19.200",""
"C0R240","2020-02-15 19:00:00","87.000","20.000","0.800","24.700","0.610","1002.000","","0.000","-99.000","-99.000","-99.000","33.800","","19.100",""
"C0AD30","2020-02-15 19:00:00","20.000","332.000","1.500","24.300","0.750","1009.600","","0.000","-99.000","-99.000","-99.000","27.000","","19.500",""
"C0D430","2020-02-15 19:00:00","87.000","0.000","0.000","21.800","0.960","1002.900","","0.500","-99.000","-99.000","-99.000","29.000","","18.200",""
"C0X210","2020-02-15 19:00:00","38.000","83.000","1.200","25.600","0.860","1007.500","","0.000","-99.000","-99.000","-99.000","29.400","","19.100",""
"C0R680","2020-02-15 19:00:00","13.000","101.000","2.900","26.000","0.870","1013.800","","0.500","-99.000","-99.000","-99.000","28.000","","23.000",""
"C0AH10","2020-02-15 19:00:00","30.000","100.000","1.400","24.800","1.000","1009.900","","0.000","-99.000","-99.000","-99.000","26.800","","19.600",""
"C0E880","2020-02-15 19:00:00","507.000","215.000","1.100","21.900","0.990","956.600","","0.000","-99.000","-99.000","-99.000","27.100","","17.600",""
"C0O960","2020-02-15 19:00:00","112.000","147.000","1.700","24.900","0.770","1000.600","","0.000","-99.000","-99.000","-99.000","30.300","","20.000",""
"C0H950","2020-02-15 19:00:00","192.000","0.000","0.100","23.700","0.900","992.300","","0.000","-99.000","-99.000","-99.000","28.500","","16.300",""
"C0SA60","2020-02-15 19:00:00","6.000","279.000","1.100","24.200","0.900","1014.000","","0.000","-99.000","-99.000","-99.000","28.100","","21.300",""
"C0A560","2020-02-15 19:00:00","405.000","194.000","0.700","19.300","1.000","968.700","","0.000","-99.000","-99.000","-99.000","25.900","","15.600",""
"C0X190","2020-02-15 19:00:00","10.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0S950","2020-02-15 19:00:00","415.000","191.000","0.900","21.700","0.890","968.200","","0.000","-99.000","-99.000","-99.000","25.100","","19.700",""
"C0A880","2020-02-15 19:00:00","6.000","0.000","0.000","22.400","0.890","-99.000","","0.000","-99.000","-99.000","-99.000","25.100","","17.500",""
"C0I530","2020-02-15 19:00:00","3014.000","-99.000","-99.000","5.700","1.000","702.600","","-99.000","-99.000","-99.000","-99.000","12.100","","4.500",""
"C0M670","2020-02-15 19:00:00","43.000","284.000","1.500","24.700","0.830","1008.200","","0.000","-99.000","-99.000","-99.000","29.300","","19.400",""
"C0Z061","2020-02-15 19:00:00","174.000","126.000","0.800","23.100","0.860","998.000","","0.000","-99.000","-99.000","-99.000","27.300","","19.700",""
"C0M730","2020-02-15 19:00:00","40.000","351.000","1.100","25.100","0.840","1008.400","","0.000","-99.000","-99.000","-99.000","30.400","","19.600",""
"C0U750","2020-02-15 19:00:00","398.000","188.000","3.400","19.600","1.000","968.900","","0.500","-99.000","-99.000","-99.000","23.100","","16.000",""
"C0A650","2020-02-15 19:00:00","287.000","207.000","0.800","19.800","0.990","981.500","","0.000","-99.000","-99.000","-99.000","25.300","","16.100",""
"C0K400","2020-02-15 19:00:00","65.000","33.000","0.400","24.400","0.990","1006.800","","0.000","-99.000","-99.000","-99.000","29.000","","19.200",""
"C0I370","2020-02-15 19:00:00","671.000","0.000","0.000","21.500","0.850","939.900","","0.000","-99.000","-99.000","-99.000","26.000","","14.600",""
"C0S750","2020-02-15 19:00:00","2280.000","270.000","0.900","9.600","0.960","775.800","","0.000","-99.000","-99.000","-99.000","19.300","","8.400",""
"C0R650","2020-02-15 19:00:00","29.000","209.000","4.800","26.800","0.730","1010.500","","0.000","10.100","218.000","","31.900","","20.400",""
"C0E740","2020-02-15 19:00:00","27.000","0.000","0.200","20.600","1.000","1005.500","","1.000","-99.000","-99.000","-99.000","27.200","","17.800",""
"C0AI20","2020-02-15 19:00:00","25.000","49.000","3.100","19.600","0.960","1011.400","","0.000","-99.000","-99.000","-99.000","22.500","","17.600",""
"C0E550","2020-02-15 19:00:00","84.000","313.000","1.000","20.400","0.970","1003.900","","0.500","-99.000","-99.000","-99.000","27.000","","18.200",""
"C0X060","2020-02-15 19:00:00","19.000","202.000","2.500","26.000","0.760","1012.900","","0.000","-99.000","-99.000","-99.000","30.300","","17.800",""
"C0R510","2020-02-15 19:00:00","31.000","206.000","3.900","26.800","0.690","1009.700","","0.000","10.400","220.000","","30.500","","21.700",""
"C0AC60","2020-02-15 19:00:00","55.000","0.000","0.000","24.000","0.860","1007.300","","0.000","-99.000","-99.000","-99.000","27.600","","18.700",""
"C0UA70","2020-02-15 19:00:00","547.000","220.000","2.600","19.200","0.990","953.400","","0.500","-99.000","-99.000","-99.000","22.000","","15.500",""
"C0G740","2020-02-15 19:00:00","24.000","342.000","1.300","23.200","0.860","1011.100","","0.000","-99.000","-99.000","-99.000","27.300","","19.300",""
"C0F9N0","2020-02-15 19:00:00","75.000","0.000","0.000","25.200","0.860","1005.000","","1.000","-99.000","-99.000","-99.000","29.300","","20.300",""
"C0F9T0","2020-02-15 19:00:00","111.000","315.000","1.000","24.500","0.810","1000.700","","0.000","-99.000","-99.000","-99.000","28.600","","19.700",""
"C0S710","2020-02-15 19:00:00","382.000","213.000","1.600","21.000","0.940","973.600","","0.000","-99.000","-99.000","-99.000","25.200","","18.100",""
"C0M680","2020-02-15 19:00:00","37.000","294.000","0.600","24.700","0.890","1010.800","","0.000","-99.000","-99.000","-99.000","28.500","","19.700",""
"C0X220","2020-02-15 19:00:00","26.000","201.000","4.300","25.600","0.790","1010.100","","0.000","9.800","214.000","","28.400","","19.500",""
"C0R560","2020-02-15 19:00:00","22.000","163.000","2.100","26.500","0.730","1011.300","","0.000","12.200","179.000","","29.600","","21.600",""
"C0F9P0","2020-02-15 19:00:00","26.000","33.000","2.400","21.500","0.960","1011.600","","0.000","-99.000","-99.000","-99.000","26.500","","19.400",""
"C0O970","2020-02-15 19:00:00","71.000","142.000","1.500","25.500","0.760","1005.600","","0.000","-99.000","-99.000","-99.000","32.000","","19.200",""
"C0F0B0","2020-02-15 19:00:00","311.000","234.000","0.300","22.400","0.940","978.800","","1.000","-99.000","-99.000","-99.000","26.500","","17.200",""
"C0R700","2020-02-15 19:00:00","19.000","118.000","3.100","26.100","0.740","1012.500","","0.000","-99.000","-99.000","-99.000","29.000","","22.700",""
"C0R620","2020-02-15 19:00:00","34.000","128.000","2.100","25.200","0.880","1011.700","","0.000","-99.000","-99.000","-99.000","27.700","","24.000",""
"C0C660","2020-02-15 19:00:00","176.000","19.000","0.900","20.200","0.970","994.000","","2.000","-99.000","-99.000","-99.000","26.400","","17.500",""
"C0SA10","2020-02-15 19:00:00","411.000","183.000","1.700","21.200","0.990","969.800","","0.000","-99.000","-99.000","-99.000","29.200","","20.200",""
"C0M740","2020-02-15 19:00:00","15.000","283.000","3.400","24.300","0.890","1011.000","","0.000","-99.000","-99.000","-99.000","28.000","","19.300",""
"C0K460","2020-02-15 19:00:00","60.000","289.000","2.700","24.900","0.830","1005.900","","0.000","-99.000","-99.000","-99.000","28.500","","19.700",""
"C0X100","2020-02-15 19:00:00","10.000","191.000","4.400","26.900","0.780","1010.200","","0.000","11.200","194.000","","29.300","","21.400",""
"C0K560","2020-02-15 19:00:00","117.000","354.000","0.500","23.300","0.960","1001.100","","2.000","-99.000","-99.000","-99.000","29.400","","18.700",""
"C0R150","2020-02-15 19:00:00","105.000","0.000","0.000","25.800","0.680","1000.000","","0.000","-99.000","-99.000","-99.000","33.300","","21.000",""
"C0S690","2020-02-15 19:00:00","522.000","236.000","0.700","-99.000","0.990","957.400","","0.500","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0U870","2020-02-15 19:00:00","474.000","328.000","0.400","19.100","0.950","961.700","","0.000","-99.000","-99.000","-99.000","22.400","","17.600",""
"C0A520","2020-02-15 19:00:00","48.000","0.000","0.000","23.700","0.850","1008.400","","0.000","-99.000","-99.000","-99.000","27.200","","19.100",""
"C0X130","2020-02-15 19:00:00","27.000","211.000","1.700","27.200","0.730","1009.500","","0.000","-99.000","-99.000","-99.000","30.500","","20.700",""
"C0V400","2020-02-15 19:00:00","56.000","203.000","6.500","26.900","0.730","1005.800","","0.000","12.800","220.000","","30.100","","21.100",""
"C0UA40","2020-02-15 19:00:00","1121.000","205.000","0.700","16.400","0.990","891.300","","0.000","-99.000","-99.000","-99.000","21.400","","14.600",""
"C0G720","2020-02-15 19:00:00","50.000","11.000","1.400","24.300","0.830","1007.500","","0.000","-99.000","-99.000","-99.000","27.800","","19.200",""
"C0G890","2020-02-15 19:00:00","24.000","11.000","1.900","22.300","1.000","1010.600","","0.000","-99.000","-99.000","-99.000","26.700","","19.800",""
"C0I540","2020-02-15 19:00:00","3344.000","-99.000","-99.000","4.100","1.000","683.900","","-99.000","-99.000","-99.000","-99.000","10.700","","2.900",""
"C0K390","2020-02-15 19:00:00","31.000","337.000","1.900","24.300","0.840","1010.100","","0.000","-99.000","-99.000","-99.000","28.200","","19.400",""
"C0T9A0","2020-02-15 19:00:00","498.000","0.000","0.200","19.200","0.990","959.300","","0.000","-99.000","-99.000","-99.000","24.800","","17.600",""
"C0AH40","2020-02-15 19:00:00","426.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X280","2020-02-15 19:00:00","22.000","194.000","5.700","26.100","0.810","1010.900","","0.000","-99.000","-99.000","-99.000","28.700","","19.700",""
"C0H960","2020-02-15 19:00:00","120.000","0.000","0.200","25.200","0.890","998.900","","0.000","-99.000","-99.000","-99.000","29.600","","19.300",""
"C0M530","2020-02-15 19:00:00","1385.000","186.000","0.800","17.300","0.960","869.900","","0.000","-99.000","-99.000","-99.000","21.500","","13.400",""
"C0R170","2020-02-15 19:00:00","26.000","227.000","2.200","26.200","0.750","1010.000","","0.000","-99.000","-99.000","-99.000","31.600","","20.600",""
"C0I420","2020-02-15 19:00:00","305.000","198.000","2.100","23.500","0.850","979.100","","0.000","-99.000","-99.000","-99.000","28.900","","16.300",""
"C0A640","2020-02-15 19:00:00","241.000","0.000","0.000","20.700","0.900","988.700","","0.000","-99.000","-99.000","-99.000","26.700","","17.200",""
"C0A930","2020-02-15 19:00:00","216.000","0.000","0.000","20.000","0.990","987.900","","0.000","-99.000","-99.000","-99.000","22.800","","16.800",""
"C0F9M0","2020-02-15 19:00:00","230.000","0.000","0.000","22.800","0.990","987.300","","2.000","-99.000","-99.000","-99.000","26.900","","18.900",""
"C0AC40","2020-02-15 19:00:00","1079.000","281.000","2.300","16.300","0.990","894.500","","0.000","-99.000","-99.000","-99.000","19.000","","14.400",""
"C0AI00","2020-02-15 19:00:00","188.000","0.000","0.200","22.100","0.890","993.500","","0.000","-99.000","-99.000","-99.000","28.700","","17.100",""
"C0T9M0","2020-02-15 19:00:00","92.000","221.000","1.300","23.200","0.870","1006.200","","0.000","-99.000","-99.000","-99.000","26.900","","21.000",""
"C0S960","2020-02-15 19:00:00","32.000","283.000","1.800","24.300","0.860","1011.700","","0.000","-99.000","-99.000","-99.000","27.600","","23.000",""
"C0K430","2020-02-15 19:00:00","30.000","321.000","1.900","23.500","0.990","1011.100","","0.000","-99.000","-99.000","-99.000","27.500","","18.700",""
"C0Z170","2020-02-15 19:00:00","199.000","339.000","0.900","24.400","0.760","993.600","","0.000","-99.000","-99.000","-99.000","28.500","","20.300",""
"C0Z100","2020-02-15 19:00:00","36.000","0.000","0.000","23.200","0.910","1012.300","","0.000","-99.000","-99.000","-99.000","28.000","","20.700",""
"C0U710","2020-02-15 19:00:00","1942.000","88.000","0.900","11.300","0.990","809.700","","0.000","-99.000","-99.000","-99.000","17.400","","10.000",""
"C0SA30","2020-02-15 19:00:00","92.000","222.000","3.600","23.500","0.880","1005.800","","2.000","-99.000","-99.000","-99.000","24.700","","22.300",""
"C0V500","2020-02-15 19:00:00","6.000","183.000","1.000","26.300","0.850","1011.400","","0.000","-99.000","-99.000","-99.000","29.000","","23.200",""
"CM0160","2020-02-15 19:00:00","159.000","29.000","0.900","23.800","0.830","996.900","","0.000","-99.000","-99.000","-99.000","32.600","","17.800",""
"C0AI10","2020-02-15 19:00:00","76.000","0.000","0.000","22.300","0.910","1005.000","","0.000","-99.000","-99.000","-99.000","27.100","","18.600",""
"C0V530","2020-02-15 19:00:00","34.000","199.000","2.500","26.600","0.710","1008.800","","0.000","-99.000","-99.000","-99.000","30.200","","20.400",""
"C0R550","2020-02-15 19:00:00","38.000","188.000","5.600","26.700","0.680","1009.400","","0.000","11.200","182.000","","32.000","","19.800",""
"C0F9L0","2020-02-15 19:00:00","253.000","167.000","0.700","23.400","0.900","984.700","","1.500","-99.000","-99.000","-99.000","27.600","","19.300",""
"C0A950","2020-02-15 19:00:00","60.000","262.000","0.800","19.600","0.990","1007.600","","0.000","-99.000","-99.000","-99.000","22.300","","17.400",""
"C0R160","2020-02-15 19:00:00","45.000","166.000","2.000","26.100","0.880","1007.300","","0.000","9.200","216.000","","30.700","","20.000",""
"C0F9S0","2020-02-15 19:00:00","43.000","317.000","1.200","25.500","0.740","1008.800","","0.000","-99.000","-99.000","-99.000","28.600","","20.300",""
"C0M820","2020-02-15 19:00:00","980.000","0.000","0.000","20.300","0.810","907.100","","0.000","-99.000","-99.000","-99.000","24.300","","13.900",""
"C0G870","2020-02-15 19:00:00","12.000","19.000","1.200","22.600","0.860","1013.000","","0.000","-99.000","-99.000","-99.000","26.500","","18.900",""
"C0R530","2020-02-15 19:00:00","16.000","165.000","7.600","25.400","0.730","1011.300","","0.000","-99.000","-99.000","-99.000","28.000","","21.200",""
"C0O840","2020-02-15 19:00:00","134.000","240.000","0.700","25.800","0.760","996.300","","0.000","-99.000","-99.000","-99.000","29.000","","19.400",""
"C0A890","2020-02-15 19:00:00","40.000","0.000","0.000","-99.000","0.920","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A660","2020-02-15 19:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0T9H0","2020-02-15 19:00:00","725.000","240.000","3.400","19.000","0.990","935.100","","0.500","-99.000","-99.000","-99.000","22.700","","16.700",""
"C0R270","2020-02-15 19:00:00","51.000","147.000","3.900","25.300","0.970","1006.900","","0.000","9.600","137.000","","30.000","","23.600",""
"C0O980","2020-02-15 19:00:00","18.000","204.000","0.700","25.700","0.810","1012.200","","0.000","-99.000","-99.000","-99.000","30.800","","19.100",""
"C0T9I0","2020-02-15 19:00:00","152.000","0.000","0.000","22.100","0.860","998.700","","0.000","-99.000","-99.000","-99.000","25.400","","20.400",""
"C0V760","2020-02-15 19:00:00","30.000","195.000","3.000","27.300","0.720","1010.300","","0.000","-99.000","-99.000","-99.000","31.600","","21.400",""
"C0AG90","2020-02-15 19:00:00","25.000","108.000","1.400","24.700","0.790","1011.500","","0.000","-99.000","-99.000","-99.000","26.500","","19.700",""
"C0R570","2020-02-15 19:00:00","37.000","52.000","3.000","26.500","0.740","1007.500","","0.000","-99.000","-99.000","-99.000","31.100","","21.200",""
"C0O900","2020-02-15 19:00:00","9.000","186.000","3.500","26.600","0.980","1012.200","","0.000","-99.000","-99.000","-99.000","30.500","","19.500",""
"C0V700","2020-02-15 19:00:00","24.000","198.000","3.200","26.700","0.760","1009.800","","0.000","10.000","234.000","","29.500","","23.500",""
"C0AH00","2020-02-15 19:00:00","38.000","72.000","1.300","22.300","0.980","1009.400","","0.000","-99.000","-99.000","-99.000","24.500","","18.500",""
"C0X080","2020-02-15 19:00:00","2.000","196.000","4.300","25.900","0.840","1012.800","","0.000","-99.000","-99.000","-99.000","29.800","","18.800",""
"C0I480","2020-02-15 19:00:00","2165.000","203.000","0.600","11.900","0.960","790.500","","0.000","-99.000","-99.000","-99.000","18.300","","9.000",""
"C0A860","2020-02-15 19:00:00","362.000","0.000","0.200","19.400","1.000","972.800","","0.000","-99.000","-99.000","-99.000","22.800","","16.200",""
"C0U940","2020-02-15 19:00:00","25.000","194.000","0.800","22.300","0.990","1012.500","","0.000","-99.000","-99.000","-99.000","25.900","","19.700",""
"C0S970","2020-02-15 19:00:00","19.000","0.000","0.100","25.100","0.890","1013.400","","0.000","-99.000","-99.000","-99.000","27.300","","22.600",""
"C0V260","2020-02-15 19:00:00","126.000","225.000","2.100","25.700","0.720","999.400","","0.000","-99.000","-99.000","-99.000","31.000","","19.300",""
"C0H990","2020-02-15 19:00:00","3076.000","213.000","5.500","6.300","0.990","707.100","","0.000","-99.000","-99.000","-99.000","14.200","","4.700",""
"C0F9K0","2020-02-15 19:00:00","30.000","44.000","1.600","21.200","0.910","1009.100","","0.000","-99.000","-99.000","-99.000","25.200","","19.200",""
"C0AH90","2020-02-15 19:00:00","660.000","158.000","0.500","17.700","0.990","943.000","","0.500","-99.000","-99.000","-99.000","21.800","","14.900",""
"C0W150","2020-02-15 19:00:00","42.000","87.000","1.400","20.100","0.830","1010.400","","0.000","-99.000","-99.000","-99.000","22.800","","16.900",""
"C0F000","2020-02-15 19:00:00","273.000","0.000","0.100","22.600","1.000","980.600","","0.000","-99.000","-99.000","-99.000","26.800","","18.300",""
"C0K410","2020-02-15 19:00:00","20.000","294.000","1.200","24.100","0.840","1010.300","","0.000","-99.000","-99.000","-99.000","27.700","","19.300",""
"C0R140","2020-02-15 19:00:00","740.000","0.000","0.000","20.700","0.780","933.600","","0.000","-99.000","-99.000","-99.000","25.800","","16.800",""
"C0V800","2020-02-15 19:00:00","256.000","265.000","1.400","25.100","0.760","983.100","","0.000","-99.000","-99.000","-99.000","29.800","","18.500",""
"C0S830","2020-02-15 19:00:00","288.000","224.000","2.300","22.100","0.910","984.100","","0.000","-99.000","-99.000","-99.000","28.200","","20.700",""
"C0S920","2020-02-15 19:00:00","98.000","292.000","1.300","22.900","0.940","999.700","","0.500","-99.000","-99.000","-99.000","27.000","","20.800",""
"C0V640","2020-02-15 19:00:00","35.000","197.000","2.500","27.100","0.760","1009.200","","0.000","9.800","219.000","","29.400","","21.000",""
"C0AH80","2020-02-15 19:00:00","68.000","110.000","0.600","21.600","0.920","1005.400","","0.000","-99.000","-99.000","-99.000","25.200","","18.100",""
"C0K250","2020-02-15 19:00:00","12.000","0.000","0.000","22.800","0.910","1012.300","","0.000","-99.000","-99.000","-99.000","30.400","","17.900",""
"C0R840","2020-02-15 19:00:00","536.000","116.000","2.300","21.200","-99.000","954.900","","3.000","-99.000","-99.000","-99.000","22.800","","20.400",""
