"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0G780","2020-02-15 02:00:00","27.000","8.000","2.000","20.200","0.920","1013.100","","0.000","-99.000","-99.000","-99.000","21.100","","20.200",""
"C0C590","2020-02-15 02:00:00","72.000","105.000","1.600","17.400","0.940","1008.300","","0.000","-99.000","-99.000","-99.000","17.500","","17.400",""
"C0M790","2020-02-15 02:00:00","15.000","15.000","1.200","20.800","0.890","1013.300","","0.000","-99.000","-99.000","-99.000","21.100","","20.700",""
"C0R130","2020-02-15 02:00:00","1040.000","85.000","2.900","17.000","0.970","900.000","","0.000","-99.000","-99.000","-99.000","17.500","","17.000",""
"C0AH30","2020-02-15 02:00:00","755.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0X170","2020-02-15 02:00:00","50.000","37.000","1.200","21.400","0.990","1009.700","","0.000","-99.000","-99.000","-99.000","22.100","","21.400",""
"C0K291","2020-02-15 02:00:00","8.000","4.000","2.300","20.600","0.950","1015.700","","0.000","-99.000","-99.000","-99.000","20.600","","20.400",""
"C0D480","2020-02-15 02:00:00","223.000","0.000","0.000","18.100","0.980","990.800","","0.000","-99.000","-99.000","-99.000","18.600","","18.100",""
"C0F0C0","2020-02-15 02:00:00","983.000","192.000","1.600","16.600","0.990","907.000","","0.000","-99.000","-99.000","-99.000","16.900","","16.000",""
"C0U860","2020-02-15 02:00:00","5.000","274.000","0.400","19.700","0.920","1017.100","","0.000","-99.000","-99.000","-99.000","20.300","","19.700",""
"C0UA50","2020-02-15 02:00:00","808.000","13.000","0.600","16.400","0.990","927.000","","0.000","-99.000","-99.000","-99.000","16.800","","16.300",""
"C0X320","2020-02-15 02:00:00","30.000","93.000","0.400","20.200","0.960","1011.900","","0.000","-99.000","-99.000","-99.000","21.100","","20.200",""
"C0T960","2020-02-15 02:00:00","120.000","0.000","0.000","20.800","0.990","1003.600","","0.000","-99.000","-99.000","-99.000","20.900","","20.800",""
"C0SA80","2020-02-15 02:00:00","136.000","248.000","0.600","20.100","0.950","1001.400","","0.000","-99.000","-99.000","-99.000","20.600","","20.100",""
"C0E780","2020-02-15 02:00:00","160.000","75.000","1.300","18.400","1.000","998.500","","0.000","-99.000","-99.000","-99.000","18.500","","18.400",""
"C0F9Q0","2020-02-15 02:00:00","149.000","210.000","0.800","19.300","0.980","998.500","","0.000","-99.000","-99.000","-99.000","19.900","","19.100",""
"C0F9X0","2020-02-15 02:00:00","166.000","360.000","2.600","19.000","0.990","997.100","","0.000","-99.000","-99.000","-99.000","19.600","","19.000",""
"C0F0D0","2020-02-15 02:00:00","3171.000","148.000","5.000","4.100","0.910","699.800","","0.000","-99.000","-99.000","-99.000","4.200","","3.800",""
"C0S730","2020-02-15 02:00:00","110.000","153.000","2.000","24.000","0.880","1004.500","","0.000","8.100","155.000","","24.100","","23.700",""
"C0T790","2020-02-15 02:00:00","2830.000","271.000","1.800","9.100","0.680","729.500","","0.000","8.000","253.000","","9.200","","8.700",""
"C0M830","2020-02-15 02:00:00","540.000","0.000","0.000","18.700","0.970","956.800","","0.000","-99.000","-99.000","-99.000","19.600","","18.700",""
"C0V750","2020-02-15 02:00:00","50.000","26.000","1.800","22.800","0.950","1011.200","","0.000","-99.000","-99.000","-99.000","23.200","","22.500",""
"C0K530","2020-02-15 02:00:00","12.000","34.000","2.400","20.400","0.910","1015.000","","0.000","-99.000","-99.000","-99.000","21.300","","20.400",""
"C0M780","2020-02-15 02:00:00","30.000","43.000","0.500","20.900","0.910","1013.100","","0.000","-99.000","-99.000","-99.000","21.200","","20.900",""
"C0V360","2020-02-15 02:00:00","94.000","0.000","0.100","19.000","0.990","1005.000","","0.000","-99.000","-99.000","-99.000","20.100","","19.000",""
"C0K510","2020-02-15 02:00:00","10.000","360.000","1.700","20.700","0.920","1014.300","","0.000","-99.000","-99.000","-99.000","20.700","","20.500",""
"C0D650","2020-02-15 02:00:00","97.000","80.000","1.700","18.400","0.890","1005.900","","0.000","-99.000","-99.000","-99.000","18.400","","18.200",""
"C0V630","2020-02-15 02:00:00","19.000","17.000","0.600","22.100","0.940","1015.900","","0.000","-99.000","-99.000","-99.000","22.400","","22.100",""
"C0U910","2020-02-15 02:00:00","17.000","112.000","2.400","21.000","0.880","1015.400","","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0U600","2020-02-15 02:00:00","10.000","280.000","0.500","18.500","0.990","1016.000","","0.000","-99.000","-99.000","-99.000","19.900","","18.500",""
"C0G820","2020-02-15 02:00:00","29.000","0.000","0.000","20.700","0.930","1013.300","","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0R590","2020-02-15 02:00:00","72.000","355.000","2.300","22.300","0.990","1007.600","","0.000","-99.000","-99.000","-99.000","23.000","","22.300",""
"C0A9E0","2020-02-15 02:00:00","26.000","146.000","1.400","19.500","0.870","1015.500","","0.000","-99.000","-99.000","-99.000","19.600","","19.100",""
"C0R480","2020-02-15 02:00:00","57.000","0.000","0.000","22.600","0.930","1009.500","","0.000","-99.000","-99.000","-99.000","23.500","","22.600",""
"C0X300","2020-02-15 02:00:00","70.000","55.000","0.300","19.500","0.970","1007.800","","0.000","-99.000","-99.000","-99.000","20.300","","19.500",""
"C0U970","2020-02-15 02:00:00","7.000","0.000","0.000","20.500","0.890","1017.800","","0.000","-99.000","-99.000","-99.000","20.600","","20.100",""
"C0R340","2020-02-15 02:00:00","230.000","26.000","0.600","20.200","1.000","990.200","","-99.000","-99.000","-99.000","-99.000","20.300","","20.100",""
"C0M750","2020-02-15 02:00:00","10.000","25.000","2.000","20.600","0.900","1014.900","","0.000","-99.000","-99.000","-99.000","21.000","","20.600",""
"C0I110","2020-02-15 02:00:00","161.000","161.000","1.000","20.400","0.920","998.400","","0.000","-99.000","-99.000","-99.000","21.800","","20.400",""
"C0V370","2020-02-15 02:00:00","74.000","0.000","0.200","20.500","1.000","1008.100","","0.000","-99.000","-99.000","-99.000","21.300","","20.500",""
"C0C690","2020-02-15 02:00:00","242.000","56.000","1.400","16.700","0.890","989.400","","0.000","-99.000","-99.000","-99.000","16.700","","16.300",""
"C0A540","2020-02-15 02:00:00","401.000","0.000","0.000","17.000","1.000","971.300","","0.000","-99.000","-99.000","-99.000","17.000","","16.900",""
"C0SA60","2020-02-15 02:00:00","6.000","282.000","0.500","22.500","0.860","1015.200","","0.000","-99.000","-99.000","-99.000","24.100","","22.500",""
"C0H950","2020-02-15 02:00:00","192.000","0.000","0.200","18.700","0.990","994.600","","0.000","-99.000","-99.000","-99.000","19.700","","18.700",""
"C0O960","2020-02-15 02:00:00","112.000","95.000","0.700","21.300","0.950","1003.100","","0.000","-99.000","-99.000","-99.000","21.800","","21.300",""
"C0E880","2020-02-15 02:00:00","507.000","69.000","1.800","17.700","0.990","958.800","","0.000","-99.000","-99.000","-99.000","18.100","","17.700",""
"C0AH10","2020-02-15 02:00:00","30.000","166.000","1.500","20.000","1.000","1014.100","","0.000","-99.000","-99.000","-99.000","20.100","","19.600",""
"C0R680","2020-02-15 02:00:00","13.000","340.000","1.200","23.500","0.960","1015.200","","0.500","-99.000","-99.000","-99.000","24.000","","23.000",""
"C0X210","2020-02-15 02:00:00","38.000","349.000","1.600","20.900","1.000","1010.000","","0.000","-99.000","-99.000","-99.000","21.600","","20.800",""
"C0D430","2020-02-15 02:00:00","87.000","0.000","0.000","18.900","0.940","1005.900","","0.000","-99.000","-99.000","-99.000","18.900","","18.700",""
"C0AD30","2020-02-15 02:00:00","20.000","118.000","1.800","19.900","0.850","1013.500","","0.000","-99.000","-99.000","-99.000","19.900","","19.500",""
"C0R240","2020-02-15 02:00:00","87.000","49.000","0.600","20.400","0.940","1005.400","","0.000","-99.000","-99.000","-99.000","20.900","","20.400",""
"C0AI30","2020-02-15 02:00:00","26.000","94.000","2.700","19.900","0.940","1015.800","","0.000","-99.000","-99.000","-99.000","19.900","","19.600",""
"C0U960","2020-02-15 02:00:00","1885.000","246.000","1.300","10.600","0.990","817.500","","0.000","-99.000","-99.000","-99.000","12.000","","10.000",""
"C0T9E0","2020-02-15 02:00:00","415.000","92.000","1.300","19.600","0.960","971.400","","0.000","-99.000","-99.000","-99.000","20.600","","19.600",""
"C0D550","2020-02-15 02:00:00","1956.000","323.000","0.600","12.600","0.800","813.700","","0.000","-99.000","-99.000","-99.000","12.600","","11.200",""
"C0C630","2020-02-15 02:00:00","209.000","86.000","1.200","17.600","0.990","993.600","","0.000","-99.000","-99.000","-99.000","17.600","","17.300",""
"CM0140","2020-02-15 02:00:00","26.000","237.000","1.000","25.800","0.730","1014.000","","0.000","-99.000","-99.000","-99.000","25.900","","25.100",""
"C0AC80","2020-02-15 02:00:00","40.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0M810","2020-02-15 02:00:00","1354.000","207.000","0.900","14.200","0.980","868.900","","0.000","-99.000","-99.000","-99.000","15.600","","14.200",""
"C0I360","2020-02-15 02:00:00","300.000","44.000","1.500","19.200","0.880","981.300","","0.000","-99.000","-99.000","-99.000","19.900","","19.100",""
"C0C620","2020-02-15 02:00:00","19.000","104.000","0.600","18.800","0.940","1014.000","","0.000","-99.000","-99.000","-99.000","19.000","","18.500",""
"C0M850","2020-02-15 02:00:00","695.000","0.000","0.000","18.300","0.990","937.900","","0.000","-99.000","-99.000","-99.000","19.000","","18.300",""
"C0UA20","2020-02-15 02:00:00","2619.000","204.000","5.400","6.900","0.970","-99.000","","0.000","-99.000","-99.000","-99.000","7.000","","6.600",""
"C0F9V0","2020-02-15 02:00:00","525.000","182.000","1.700","19.500","0.880","956.400","","0.000","-99.000","-99.000","-99.000","19.800","","19.300",""
"C0T900","2020-02-15 02:00:00","160.000","0.000","0.200","20.200","0.860","997.700","","0.000","-99.000","-99.000","-99.000","20.600","","20.200",""
"C0K440","2020-02-15 02:00:00","35.000","344.000","2.600","20.000","0.990","1012.300","","0.000","-99.000","-99.000","-99.000","20.400","","20.000",""
"C0Z250","2020-02-15 02:00:00","1124.000","289.000","0.700","15.800","0.990","893.800","","0.000","-99.000","-99.000","-99.000","16.100","","15.500",""
"C0G860","2020-02-15 02:00:00","45.000","311.000","1.000","21.300","0.940","1009.800","","0.000","-99.000","-99.000","-99.000","21.800","","21.300",""
"C0V790","2020-02-15 02:00:00","410.000","30.000","2.800","19.800","0.980","969.100","","0.000","-99.000","-99.000","-99.000","20.900","","19.800",""
"C0V740","2020-02-15 02:00:00","60.000","327.000","1.500","21.800","1.000","1010.100","","0.000","-99.000","-99.000","-99.000","22.700","","21.800",""
"C0Z200","2020-02-15 02:00:00","153.000","129.000","0.400","20.200","0.990","1000.900","","0.000","-99.000","-99.000","-99.000","20.600","","20.200",""
"C0K520","2020-02-15 02:00:00","10.000","11.000","1.300","20.600","0.930","1014.200","","0.000","-99.000","-99.000","-99.000","20.900","","20.500",""
"C0X250","2020-02-15 02:00:00","33.000","24.000","1.300","21.300","0.960","1012.200","","0.000","-99.000","-99.000","-99.000","21.500","","21.300",""
"C0S940","2020-02-15 02:00:00","150.000","356.000","1.300","23.000","0.830","999.200","","0.000","-99.000","-99.000","-99.000","23.200","","22.700",""
"CM0110","2020-02-15 02:00:00","7.000","38.000","2.500","20.100","0.830","1015.900","","-99.000","-99.000","-99.000","-99.000","20.500","","20.000",""
"C0A970","2020-02-15 02:00:00","96.000","334.000","5.600","16.900","0.990","1007.000","","0.000","-99.000","-99.000","-99.000","17.000","","16.700",""
"C0M700","2020-02-15 02:00:00","150.000","354.000","0.300","20.000","1.000","999.600","","0.000","-99.000","-99.000","-99.000","20.800","","20.000",""
"C0U990","2020-02-15 02:00:00","31.000","288.000","0.800","20.400","0.940","1014.900","","0.000","-99.000","-99.000","-99.000","21.100","","20.400",""
"C0D590","2020-02-15 02:00:00","143.000","65.000","0.700","17.600","0.970","1001.700","","0.000","-99.000","-99.000","-99.000","17.600","","17.400",""
"C0S790","2020-02-15 02:00:00","236.000","291.000","1.700","21.600","0.840","991.600","","0.000","-99.000","-99.000","-99.000","21.900","","21.300",""
"C0A570","2020-02-15 02:00:00","360.000","0.000","0.000","16.800","0.990","977.200","","0.000","-99.000","-99.000","-99.000","16.900","","16.700",""
"C0M800","2020-02-15 02:00:00","440.000","101.000","0.800","18.900","0.950","967.200","","0.000","-99.000","-99.000","-99.000","20.000","","18.900",""
"C0E870","2020-02-15 02:00:00","34.000","144.000","0.800","18.800","0.990","1015.000","","0.000","-99.000","-99.000","-99.000","19.100","","18.800",""
"C0V490","2020-02-15 02:00:00","20.000","119.000","0.900","24.700","0.990","1013.700","","0.000","-99.000","-99.000","-99.000","24.700","","24.200",""
"C0M710","2020-02-15 02:00:00","15.000","13.000","1.600","20.400","0.910","1014.700","","0.000","-99.000","-99.000","-99.000","20.600","","20.400",""
"C0D570","2020-02-15 02:00:00","15.000","0.000","0.000","18.700","0.980","1015.500","","0.000","-99.000","-99.000","-99.000","18.800","","18.600",""
"C0S910","2020-02-15 02:00:00","212.000","275.000","0.400","23.000","0.990","993.900","","0.000","-99.000","-99.000","-99.000","23.200","","22.900",""
"C0M650","2020-02-15 02:00:00","20.000","17.000","1.100","20.500","0.910","1014.300","","0.000","-99.000","-99.000","-99.000","20.700","","20.500",""
"C0K280","2020-02-15 02:00:00","23.000","352.000","2.000","20.600","0.970","1015.800","","0.000","-99.000","-99.000","-99.000","20.800","","20.500",""
"C0X310","2020-02-15 02:00:00","9.000","46.000","2.300","21.400","0.890","1015.600","","0.000","-99.000","-99.000","-99.000","21.900","","21.400",""
"C0A9C0","2020-02-15 02:00:00","35.000","109.000","1.000","19.500","0.920","1014.300","","0.000","-99.000","-99.000","-99.000","19.500","","19.400",""
"C0V810","2020-02-15 02:00:00","32.000","108.000","1.300","23.500","1.000","1011.000","","0.000","-99.000","-99.000","-99.000","23.900","","23.000",""
"C0E730","2020-02-15 02:00:00","26.000","114.000","0.500","19.400","0.880","1012.500","","0.000","-99.000","-99.000","-99.000","19.500","","19.300",""
"C0V770","2020-02-15 02:00:00","26.000","103.000","0.800","22.800","0.900","1012.700","","0.000","-99.000","-99.000","-99.000","23.400","","22.800",""
"C0UA10","2020-02-15 02:00:00","1711.000","327.000","0.800","10.400","1.000","835.300","","0.000","-99.000","-99.000","-99.000","11.400","","10.300",""
"C0R660","2020-02-15 02:00:00","20.000","117.000","1.400","21.800","0.840","1014.500","","0.000","-99.000","-99.000","-99.000","23.100","","21.700",""
"C0M640","2020-02-15 02:00:00","155.000","0.000","0.000","20.700","0.990","998.000","","0.000","-99.000","-99.000","-99.000","20.800","","20.300",""
"C0S660","2020-02-15 02:00:00","794.000","188.000","0.800","15.500","0.940","930.900","","0.000","-99.000","-99.000","-99.000","16.300","","15.400",""
"C0G900","2020-02-15 02:00:00","20.000","36.000","1.000","20.500","0.930","1013.000","","0.000","-99.000","-99.000","-99.000","20.500","","20.300",""
"C0AD40","2020-02-15 02:00:00","32.000","0.000","0.000","19.000","0.920","1014.300","","0.000","-99.000","-99.000","-99.000","19.100","","18.800",""
"C0UA00","2020-02-15 02:00:00","392.000","0.000","0.000","17.800","0.970","973.600","","0.000","-99.000","-99.000","-99.000","19.500","","17.800",""
"C0I080","2020-02-15 02:00:00","536.000","272.000","0.500","17.200","0.920","958.700","","0.000","-99.000","-99.000","-99.000","17.900","","17.200",""
"C0UA30","2020-02-15 02:00:00","1397.000","213.000","0.500","13.600","1.000","864.300","","0.000","-99.000","-99.000","-99.000","14.300","","13.500",""
"C0Z270","2020-02-15 02:00:00","343.000","0.000","0.200","20.400","0.990","978.800","","0.000","-99.000","-99.000","-99.000","20.700","","20.300",""
"C0G750","2020-02-15 02:00:00","31.000","347.000","1.500","20.000","0.910","1013.700","","0.000","-99.000","-99.000","-99.000","20.600","","20.000",""
"C0A550","2020-02-15 02:00:00","422.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0G830","2020-02-15 02:00:00","27.000","2.000","2.300","20.000","0.990","1011.600","","0.000","-99.000","-99.000","-99.000","20.500","","20.000",""
"C0E810","2020-02-15 02:00:00","53.000","0.000","0.200","18.100","0.990","1011.300","","0.000","-99.000","-99.000","-99.000","18.100","","17.900",""
"C0R640","2020-02-15 02:00:00","21.000","62.000","1.800","24.000","0.910","1014.400","","0.000","-99.000","-99.000","-99.000","25.200","","24.000",""
"C0D580","2020-02-15 02:00:00","120.000","0.000","0.000","18.400","0.940","1003.300","","0.000","-99.000","-99.000","-99.000","18.400","","18.200",""
"C0M660","2020-02-15 02:00:00","40.000","18.000","1.900","20.600","0.920","1012.100","","0.000","-99.000","-99.000","-99.000","21.100","","20.600",""
"C0K330","2020-02-15 02:00:00","38.000","349.000","0.900","20.200","0.970","1011.500","","0.000","-99.000","-99.000","-99.000","20.700","","20.200",""
"C0E830","2020-02-15 02:00:00","37.000","52.000","1.900","19.500","0.920","1012.300","","0.000","-99.000","-99.000","-99.000","19.500","","19.500",""
"C0X290","2020-02-15 02:00:00","10.000","30.000","2.100","21.800","0.890","1014.900","","0.000","-99.000","-99.000","-99.000","21.900","","21.700",""
"C0U760","2020-02-15 02:00:00","22.000","0.000","0.000","21.000","0.990","1016.400","","0.000","-99.000","-99.000","-99.000","21.100","","20.800",""
"C0U780","2020-02-15 02:00:00","15.000","63.000","1.000","20.500","0.990","1016.300","","0.000","-99.000","-99.000","-99.000","20.600","","20.300",""
"C0H9C0","2020-02-15 02:00:00","3402.000","358.000","1.000","2.500","0.970","678.600","","0.000","-99.000","-99.000","-99.000","3.500","","2.500",""
"C0V650","2020-02-15 02:00:00","28.000","108.000","1.900","22.500","0.980","1014.400","","0.000","-99.000","-99.000","-99.000","22.600","","22.200",""
"C0R720","2020-02-15 02:00:00","214.000","0.000","0.200","22.800","0.960","992.500","","0.000","-99.000","-99.000","-99.000","23.100","","22.800",""
"C0K470","2020-02-15 02:00:00","97.000","0.000","0.000","20.700","0.990","1004.700","","0.000","-99.000","-99.000","-99.000","21.500","","20.700",""
"C0T9N0","2020-02-15 02:00:00","261.000","156.000","1.200","21.900","0.880","987.900","","0.000","-99.000","-99.000","-99.000","22.500","","21.900",""
"CM0180","2020-02-15 02:00:00","313.000","0.000","0.000","19.500","0.990","981.400","","0.000","-99.000","-99.000","-99.000","20.600","","19.500",""
"C0Z070","2020-02-15 02:00:00","247.000","343.000","3.200","20.700","0.990","988.800","","0.000","-99.000","-99.000","-99.000","21.200","","20.700",""
"C0D660","2020-02-15 02:00:00","65.000","99.000","2.200","19.100","0.880","1009.500","","0.000","-99.000","-99.000","-99.000","19.100","","18.900",""
"C0U650","2020-02-15 02:00:00","442.000","122.000","0.400","18.300","0.990","967.500","","0.000","-99.000","-99.000","-99.000","19.000","","18.300",""
"C0G810","2020-02-15 02:00:00","26.000","343.000","1.400","20.600","0.910","1012.900","","0.000","-99.000","-99.000","-99.000","21.800","","20.600",""
"C0F9Z0","2020-02-15 02:00:00","3193.000","198.000","5.500","4.900","0.820","698.000","","0.000","12.800","239.000","","5.300","","4.600",""
"C0M410","2020-02-15 02:00:00","245.000","352.000","0.800","19.100","0.980","984.700","","0.000","-99.000","-99.000","-99.000","19.900","","19.100",""
"C0I410","2020-02-15 02:00:00","180.000","182.000","0.600","20.800","0.850","995.100","","0.000","-99.000","-99.000","-99.000","21.400","","20.300",""
"C0R840","2020-02-15 02:00:00","536.000","264.000","0.300","20.700","-99.000","956.300","","0.000","-99.000","-99.000","-99.000","20.700","","20.400",""
"C0K250","2020-02-15 02:00:00","12.000","12.000","1.300","20.200","0.940","1015.000","","0.000","-99.000","-99.000","-99.000","20.500","","19.900",""
"C0AH80","2020-02-15 02:00:00","68.000","0.000","0.000","18.600","0.980","1009.500","","0.000","-99.000","-99.000","-99.000","18.800","","18.500",""
"C0V640","2020-02-15 02:00:00","35.000","58.000","1.900","21.700","0.990","1012.000","","0.000","-99.000","-99.000","-99.000","22.400","","21.700",""
"C0S920","2020-02-15 02:00:00","98.000","202.000","0.300","22.100","0.870","1000.900","","0.000","-99.000","-99.000","-99.000","22.700","","21.800",""
"C0S830","2020-02-15 02:00:00","288.000","321.000","1.400","22.400","0.830","985.700","","0.000","-99.000","-99.000","-99.000","22.700","","22.200",""
"C0V800","2020-02-15 02:00:00","256.000","287.000","0.300","20.600","0.970","985.500","","0.000","-99.000","-99.000","-99.000","22.100","","20.600",""
"C0R140","2020-02-15 02:00:00","740.000","87.000","0.600","17.500","1.000","935.900","","0.000","-99.000","-99.000","-99.000","18.300","","17.500",""
"C0K410","2020-02-15 02:00:00","20.000","359.000","2.100","20.500","0.910","1013.000","","0.000","-99.000","-99.000","-99.000","20.900","","20.500",""
"C0F000","2020-02-15 02:00:00","273.000","47.000","0.800","19.700","0.990","982.700","","0.000","-99.000","-99.000","-99.000","19.700","","18.900",""
"C0W150","2020-02-15 02:00:00","42.000","43.000","0.800","17.000","0.990","1012.900","","0.000","-99.000","-99.000","-99.000","17.400","","17.000",""
"C0AH90","2020-02-15 02:00:00","660.000","0.000","0.000","14.900","0.990","945.600","","0.000","-99.000","-99.000","-99.000","15.600","","14.900",""
"C0F9K0","2020-02-15 02:00:00","30.000","46.000","1.800","19.200","0.930","1011.800","","0.000","-99.000","-99.000","-99.000","19.300","","19.200",""
"C0H990","2020-02-15 02:00:00","3076.000","216.000","7.000","5.200","0.880","708.300","","0.000","-99.000","-99.000","-99.000","5.200","","4.700",""
"C0V260","2020-02-15 02:00:00","126.000","94.000","0.800","20.700","0.990","1001.600","","0.000","-99.000","-99.000","-99.000","21.900","","20.700",""
"C0S970","2020-02-15 02:00:00","19.000","295.000","2.500","22.900","0.890","1014.600","","0.000","-99.000","-99.000","-99.000","23.100","","22.600",""
"C0U940","2020-02-15 02:00:00","25.000","0.000","0.200","19.800","0.990","1015.700","","0.000","-99.000","-99.000","-99.000","20.300","","19.700",""
"C0A860","2020-02-15 02:00:00","362.000","217.000","1.000","16.300","1.000","975.900","","0.000","-99.000","-99.000","-99.000","16.900","","16.300",""
"C0I480","2020-02-15 02:00:00","2165.000","313.000","1.000","10.700","0.870","791.600","","0.000","-99.000","-99.000","-99.000","11.200","","9.000",""
"C0G910","2020-02-15 02:00:00","42.000","352.000","2.000","20.500","0.940","1012.300","","0.000","-99.000","-99.000","-99.000","21.200","","20.500",""
"C0X080","2020-02-15 02:00:00","2.000","36.000","1.100","20.300","0.990","1015.600","","0.000","-99.000","-99.000","-99.000","20.500","","19.900",""
"C0AH00","2020-02-15 02:00:00","38.000","130.000","0.600","18.900","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","19.000","","18.700",""
"C0V700","2020-02-15 02:00:00","24.000","105.000","1.100","24.800","0.840","1012.300","","0.000","-99.000","-99.000","-99.000","25.200","","24.600",""
"C0AD00","2020-02-15 02:00:00","86.000","0.000","0.000","19.000","0.930","1008.000","","0.000","-99.000","-99.000","-99.000","19.000","","18.600",""
"C0O900","2020-02-15 02:00:00","9.000","358.000","1.200","20.900","0.990","1015.100","","0.000","-99.000","-99.000","-99.000","21.500","","20.900",""
"C0R570","2020-02-15 02:00:00","37.000","10.000","0.700","22.700","0.930","1010.500","","0.000","-99.000","-99.000","-99.000","23.500","","22.700",""
"C0AG90","2020-02-15 02:00:00","25.000","143.000","0.700","19.800","0.920","1015.600","","0.000","-99.000","-99.000","-99.000","19.900","","19.700",""
"C0V760","2020-02-15 02:00:00","30.000","125.000","0.500","22.800","1.000","1012.700","","0.000","-99.000","-99.000","-99.000","23.200","","22.800",""
"C0T9I0","2020-02-15 02:00:00","152.000","210.000","0.300","21.300","0.920","1000.900","","0.000","-99.000","-99.000","-99.000","21.400","","21.200",""
"C0R270","2020-02-15 02:00:00","51.000","125.000","2.600","24.000","0.990","1009.000","","0.000","-99.000","-99.000","-99.000","24.400","","24.000",""
"C0T9H0","2020-02-15 02:00:00","725.000","291.000","2.700","18.500","0.990","936.900","","0.000","-99.000","-99.000","-99.000","18.700","","18.500",""
"C0A660","2020-02-15 02:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0A890","2020-02-15 02:00:00","40.000","256.000","0.800","-99.000","0.930","-99.000","","0.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0O840","2020-02-15 02:00:00","134.000","71.000","0.600","19.900","1.000","998.900","","0.000","-99.000","-99.000","-99.000","21.300","","19.900",""
"C0F9V0","2020-02-15 03:00:00","525.000","183.000","0.300","19.000","0.880","956.200","","0.000","-99.000","-99.000","-99.000","19.800","","19.000",""
"C0T900","2020-02-15 03:00:00","160.000","0.000","0.000","20.300","0.870","997.400","","0.000","-99.000","-99.000","-99.000","20.600","","20.200",""
"C0K440","2020-02-15 03:00:00","35.000","348.000","2.000","19.700","0.990","1012.000","","0.000","-99.000","-99.000","-99.000","20.400","","19.700",""
"C0Z250","2020-02-15 03:00:00","1124.000","0.000","0.100","15.200","0.990","893.300","","0.000","-99.000","-99.000","-99.000","16.100","","15.200",""
"C0F0A0","2020-02-15 03:00:00","3587.000","185.000","1.900","3.000","0.770","664.700","","0.000","12.900","187.000","","3.200","","2.000",""
"C0G860","2020-02-15 03:00:00","45.000","341.000","0.900","21.000","0.980","1009.600","","0.000","-99.000","-99.000","-99.000","21.800","","21.000",""
"C0V790","2020-02-15 03:00:00","410.000","46.000","2.800","19.700","0.930","968.600","","0.000","-99.000","-99.000","-99.000","20.900","","19.700",""
"C0V740","2020-02-15 03:00:00","60.000","335.000","1.600","21.500","1.000","1009.600","","0.000","-99.000","-99.000","-99.000","22.700","","21.500",""
"C0Z200","2020-02-15 03:00:00","153.000","0.000","0.200","20.400","0.990","1000.500","","0.000","-99.000","-99.000","-99.000","20.600","","20.200",""
"C0K520","2020-02-15 03:00:00","10.000","21.000","0.900","20.100","0.930","1013.800","","0.000","-99.000","-99.000","-99.000","20.900","","20.100",""
"C0X250","2020-02-15 03:00:00","33.000","34.000","1.700","21.000","0.970","1011.800","","0.000","-99.000","-99.000","-99.000","21.500","","21.000",""
"C0S940","2020-02-15 03:00:00","150.000","20.000","1.500","22.600","0.870","999.100","","0.000","-99.000","-99.000","-99.000","23.200","","22.600",""
"CM0110","2020-02-15 03:00:00","7.000","47.000","1.600","20.000","0.820","1015.400","","-99.000","-99.000","-99.000","-99.000","20.500","","20.000",""
"C0A970","2020-02-15 03:00:00","96.000","305.000","5.100","17.400","0.990","1006.900","","0.000","-99.000","-99.000","-99.000","17.400","","16.700",""
"C0M700","2020-02-15 03:00:00","150.000","0.000","0.000","19.600","1.000","999.000","","0.000","-99.000","-99.000","-99.000","20.800","","19.600",""
"C0U990","2020-02-15 03:00:00","31.000","244.000","0.700","20.100","0.930","1014.700","","0.000","-99.000","-99.000","-99.000","21.100","","20.100",""
"C0D590","2020-02-15 03:00:00","143.000","60.000","0.300","17.800","0.960","1001.200","","0.000","-99.000","-99.000","-99.000","17.800","","17.400",""
"C0S790","2020-02-15 03:00:00","236.000","278.000","1.900","21.800","0.820","991.200","","0.000","-99.000","-99.000","-99.000","21.900","","21.300",""
"C0A570","2020-02-15 03:00:00","360.000","0.000","0.000","16.700","0.990","976.800","","0.000","-99.000","-99.000","-99.000","16.900","","16.700",""
"C0M800","2020-02-15 03:00:00","440.000","0.000","0.000","18.500","0.970","966.700","","0.000","-99.000","-99.000","-99.000","20.000","","18.200",""
"C0E870","2020-02-15 03:00:00","34.000","0.000","0.100","18.500","0.990","1014.200","","0.000","-99.000","-99.000","-99.000","19.100","","18.500",""
